Planning Area,Subzone,Age,Sex,Population
Bukit Merah,Depot Road,89.0,Total,10.0
Bukit Merah,Depot Road,89.0,Females,10.0
Bukit Merah,Everton Park,0.0,Total,30.0
Bukit Merah,Everton Park,0.0,Males,20.0
Bukit Merah,Everton Park,0.0,Females,10.0
Bukit Merah,Everton Park,1.0,Total,30.0
Bukit Merah,Everton Park,1.0,Males,20.0
Bukit Merah,Everton Park,1.0,Females,20.0
Bukit Merah,Everton Park,2.0,Total,40.0
Bukit Merah,Everton Park,2.0,Males,20.0
Bukit Merah,Everton Park,2.0,Females,20.0
Bukit Merah,Everton Park,3.0,Total,40.0
Bukit Merah,Everton Park,3.0,Males,30.0
Bukit Merah,Everton Park,3.0,Females,10.0
Bukit Merah,Everton Park,4.0,Total,40.0
Bukit Merah,Everton Park,4.0,Males,20.0
Bukit Merah,Everton Park,4.0,Females,20.0
Bukit Merah,Everton Park,5.0,Total,40.0
Bukit Merah,Everton Park,5.0,Males,10.0
Bukit Merah,Everton Park,5.0,Females,30.0
Bukit Merah,Everton Park,6.0,Total,30.0
Bukit Merah,Everton Park,6.0,Males,20.0
Bukit Merah,Everton Park,6.0,Females,20.0
Bukit Merah,Everton Park,7.0,Total,30.0
Bukit Merah,Everton Park,7.0,Males,10.0
Bukit Merah,Everton Park,7.0,Females,20.0
Bukit Merah,Everton Park,8.0,Total,40.0
Bukit Merah,Everton Park,8.0,Males,20.0
Bukit Merah,Everton Park,8.0,Females,20.0
Bukit Merah,Everton Park,9.0,Total,50.0
Bukit Merah,Everton Park,9.0,Males,20.0
Bukit Merah,Everton Park,9.0,Females,30.0
Bukit Merah,Everton Park,10.0,Total,50.0
Bukit Merah,Everton Park,10.0,Males,30.0
Bukit Merah,Everton Park,10.0,Females,20.0
Bukit Merah,Everton Park,11.0,Total,50.0
Bukit Merah,Everton Park,11.0,Males,30.0
Bukit Merah,Everton Park,11.0,Females,20.0
Bukit Merah,Everton Park,12.0,Total,50.0
Bukit Merah,Everton Park,12.0,Males,30.0
Bukit Merah,Everton Park,12.0,Females,20.0
Bukit Merah,Everton Park,13.0,Total,60.0
Bukit Merah,Everton Park,13.0,Males,30.0
Bukit Merah,Everton Park,13.0,Females,30.0
Bukit Merah,Everton Park,14.0,Total,50.0
Bukit Merah,Everton Park,14.0,Males,30.0
Bukit Merah,Everton Park,14.0,Females,20.0
Bukit Merah,Everton Park,15.0,Total,70.0
Bukit Merah,Everton Park,15.0,Males,30.0
Bukit Merah,Everton Park,15.0,Females,40.0
Bukit Merah,Everton Park,16.0,Total,50.0
Bukit Merah,Everton Park,16.0,Males,20.0
Bukit Merah,Everton Park,16.0,Females,40.0
Bukit Merah,Everton Park,17.0,Total,50.0
Bukit Merah,Everton Park,17.0,Males,30.0
Bukit Merah,Everton Park,17.0,Females,20.0
Bukit Merah,Everton Park,18.0,Total,70.0
Bukit Merah,Everton Park,18.0,Males,40.0
Bukit Merah,Everton Park,18.0,Females,30.0
Bukit Merah,Everton Park,19.0,Total,50.0
Bukit Merah,Everton Park,19.0,Males,30.0
Bukit Merah,Everton Park,19.0,Females,30.0
Bukit Merah,Everton Park,20.0,Total,70.0
Bukit Merah,Everton Park,20.0,Males,30.0
Bukit Merah,Everton Park,20.0,Females,40.0
Bukit Merah,Everton Park,21.0,Total,50.0
Bukit Merah,Everton Park,21.0,Males,20.0
Bukit Merah,Everton Park,21.0,Females,30.0
Bukit Merah,Everton Park,22.0,Total,60.0
Bukit Merah,Everton Park,22.0,Males,30.0
Bukit Merah,Everton Park,22.0,Females,30.0
Bukit Merah,Everton Park,23.0,Total,80.0
Bukit Merah,Everton Park,23.0,Males,40.0
Bukit Merah,Everton Park,23.0,Females,30.0
Bukit Merah,Everton Park,24.0,Total,80.0
Bukit Merah,Everton Park,24.0,Males,30.0
Bukit Merah,Everton Park,24.0,Females,50.0
Bukit Merah,Everton Park,25.0,Total,60.0
Bukit Merah,Everton Park,25.0,Males,20.0
Bukit Merah,Everton Park,25.0,Females,30.0
Bukit Merah,Everton Park,26.0,Total,80.0
Bukit Merah,Everton Park,26.0,Males,30.0
Bukit Merah,Everton Park,26.0,Females,50.0
Bukit Merah,Everton Park,27.0,Total,90.0
Bukit Merah,Everton Park,27.0,Males,40.0
Bukit Merah,Everton Park,27.0,Females,50.0
Bukit Merah,Everton Park,28.0,Total,110.0
Bukit Merah,Everton Park,28.0,Males,40.0
Bukit Merah,Everton Park,28.0,Females,70.0
Bukit Merah,Everton Park,29.0,Total,110.0
Bukit Merah,Everton Park,29.0,Males,60.0
Bukit Merah,Everton Park,29.0,Females,60.0
Bukit Merah,Everton Park,30.0,Total,110.0
Bukit Merah,Everton Park,30.0,Males,50.0
Bukit Merah,Everton Park,30.0,Females,60.0
Bukit Merah,Everton Park,31.0,Total,100.0
Bukit Merah,Everton Park,31.0,Males,50.0
Bukit Merah,Everton Park,31.0,Females,50.0
Bukit Merah,Everton Park,32.0,Total,120.0
Bukit Merah,Everton Park,32.0,Males,60.0
Bukit Merah,Everton Park,32.0,Females,60.0
Bukit Merah,Everton Park,33.0,Total,120.0
Bukit Merah,Everton Park,33.0,Males,60.0
Bukit Merah,Everton Park,33.0,Females,60.0
Bukit Merah,Everton Park,34.0,Total,120.0
Bukit Merah,Everton Park,34.0,Males,60.0
Bukit Merah,Everton Park,34.0,Females,60.0
Bukit Merah,Everton Park,35.0,Total,140.0
Bukit Merah,Everton Park,35.0,Males,70.0
Bukit Merah,Everton Park,35.0,Females,70.0
Bukit Merah,Everton Park,36.0,Total,110.0
Bukit Merah,Everton Park,36.0,Males,50.0
Bukit Merah,Everton Park,36.0,Females,60.0
Bukit Merah,Everton Park,37.0,Total,110.0
Bukit Merah,Everton Park,37.0,Males,50.0
Bukit Merah,Everton Park,37.0,Females,70.0
Bukit Merah,Everton Park,38.0,Total,80.0
Bukit Merah,Everton Park,38.0,Males,40.0
Bukit Merah,Everton Park,38.0,Females,50.0
Bukit Merah,Everton Park,39.0,Total,100.0
Bukit Merah,Everton Park,39.0,Males,40.0
Bukit Merah,Everton Park,39.0,Females,60.0
Bukit Merah,Everton Park,40.0,Total,100.0
Bukit Merah,Everton Park,40.0,Males,50.0
Bukit Merah,Everton Park,40.0,Females,60.0
Bukit Merah,Everton Park,41.0,Total,100.0
Bukit Merah,Everton Park,41.0,Males,60.0
Bukit Merah,Everton Park,41.0,Females,50.0
Bukit Merah,Everton Park,42.0,Total,130.0
Bukit Merah,Everton Park,42.0,Males,70.0
Bukit Merah,Everton Park,42.0,Females,60.0
Bukit Merah,Everton Park,43.0,Total,110.0
Bukit Merah,Everton Park,43.0,Males,50.0
Bukit Merah,Everton Park,43.0,Females,60.0
Bukit Merah,Everton Park,44.0,Total,90.0
Bukit Merah,Everton Park,44.0,Males,40.0
Bukit Merah,Everton Park,44.0,Females,50.0
Bukit Merah,Everton Park,45.0,Total,120.0
Bukit Merah,Everton Park,45.0,Males,50.0
Bukit Merah,Everton Park,45.0,Females,60.0
Bukit Merah,Everton Park,46.0,Total,100.0
Bukit Merah,Everton Park,46.0,Males,40.0
Bukit Merah,Everton Park,46.0,Females,70.0
Bukit Merah,Everton Park,47.0,Total,130.0
Bukit Merah,Everton Park,47.0,Males,60.0
Bukit Merah,Everton Park,47.0,Females,70.0
Bukit Merah,Everton Park,48.0,Total,120.0
Bukit Merah,Everton Park,48.0,Males,60.0
Bukit Merah,Everton Park,48.0,Females,70.0
Bukit Merah,Everton Park,49.0,Total,130.0
Bukit Merah,Everton Park,49.0,Males,60.0
Bukit Merah,Everton Park,49.0,Females,70.0
Bukit Merah,Everton Park,50.0,Total,130.0
Bukit Merah,Everton Park,50.0,Males,60.0
Bukit Merah,Everton Park,50.0,Females,70.0
Bukit Merah,Everton Park,51.0,Total,150.0
Bukit Merah,Everton Park,51.0,Males,70.0
Bukit Merah,Everton Park,51.0,Females,80.0
Bukit Merah,Everton Park,52.0,Total,120.0
Bukit Merah,Everton Park,52.0,Males,50.0
Bukit Merah,Everton Park,52.0,Females,70.0
Bukit Merah,Everton Park,53.0,Total,120.0
Bukit Merah,Everton Park,53.0,Males,60.0
Bukit Merah,Everton Park,53.0,Females,60.0
Bukit Merah,Everton Park,54.0,Total,100.0
Bukit Merah,Everton Park,54.0,Males,50.0
Bukit Merah,Everton Park,54.0,Females,50.0
Bukit Merah,Everton Park,55.0,Total,130.0
Bukit Merah,Everton Park,55.0,Males,60.0
Bukit Merah,Everton Park,55.0,Females,70.0
Bukit Merah,Everton Park,56.0,Total,120.0
Bukit Merah,Everton Park,56.0,Males,50.0
Bukit Merah,Everton Park,56.0,Females,80.0
Bukit Merah,Everton Park,57.0,Total,100.0
Bukit Merah,Everton Park,57.0,Males,50.0
Bukit Merah,Everton Park,57.0,Females,50.0
Bukit Merah,Everton Park,58.0,Total,100.0
Bukit Merah,Everton Park,58.0,Males,50.0
Bukit Merah,Everton Park,58.0,Females,50.0
Bukit Merah,Everton Park,59.0,Total,90.0
Bukit Merah,Everton Park,59.0,Males,40.0
Bukit Merah,Everton Park,59.0,Females,50.0
Bukit Merah,Everton Park,60.0,Total,90.0
Bukit Merah,Everton Park,60.0,Males,50.0
Bukit Merah,Everton Park,60.0,Females,50.0
Bukit Merah,Everton Park,61.0,Total,90.0
Bukit Merah,Everton Park,61.0,Males,40.0
Bukit Merah,Everton Park,61.0,Females,50.0
Bukit Merah,Everton Park,62.0,Total,100.0
Bukit Merah,Everton Park,62.0,Males,50.0
Bukit Merah,Everton Park,62.0,Females,50.0
Bukit Merah,Everton Park,63.0,Total,90.0
Bukit Merah,Everton Park,63.0,Males,50.0
Bukit Merah,Everton Park,63.0,Females,40.0
Bukit Merah,Everton Park,64.0,Total,90.0
Bukit Merah,Everton Park,64.0,Males,50.0
Bukit Merah,Everton Park,64.0,Females,40.0
Bukit Merah,Everton Park,65.0,Total,100.0
Bukit Merah,Everton Park,65.0,Males,50.0
Bukit Merah,Everton Park,65.0,Females,50.0
Bukit Merah,Everton Park,66.0,Total,100.0
Bukit Merah,Everton Park,66.0,Males,40.0
Bukit Merah,Everton Park,66.0,Females,60.0
Bukit Merah,Everton Park,67.0,Total,110.0
Bukit Merah,Everton Park,67.0,Males,40.0
Bukit Merah,Everton Park,67.0,Females,70.0
Bukit Merah,Everton Park,68.0,Total,120.0
Bukit Merah,Everton Park,68.0,Males,60.0
Bukit Merah,Everton Park,68.0,Females,60.0
Bukit Merah,Everton Park,69.0,Total,120.0
Bukit Merah,Everton Park,69.0,Males,50.0
Bukit Merah,Everton Park,69.0,Females,70.0
Bukit Merah,Everton Park,70.0,Total,110.0
Bukit Merah,Everton Park,70.0,Males,50.0
Bukit Merah,Everton Park,70.0,Females,60.0
Bukit Merah,Everton Park,71.0,Total,100.0
Bukit Merah,Everton Park,71.0,Males,30.0
Bukit Merah,Everton Park,71.0,Females,60.0
Bukit Merah,Everton Park,72.0,Total,110.0
Bukit Merah,Everton Park,72.0,Males,50.0
Bukit Merah,Everton Park,72.0,Females,60.0
Bukit Merah,Everton Park,73.0,Total,110.0
Bukit Merah,Everton Park,73.0,Males,50.0
Bukit Merah,Everton Park,73.0,Females,60.0
Bukit Merah,Everton Park,74.0,Total,110.0
Bukit Merah,Everton Park,74.0,Males,40.0
Bukit Merah,Everton Park,74.0,Females,60.0
Bukit Merah,Everton Park,75.0,Total,100.0
Bukit Merah,Everton Park,75.0,Males,40.0
Bukit Merah,Everton Park,75.0,Females,60.0
Bukit Merah,Everton Park,76.0,Total,90.0
Bukit Merah,Everton Park,76.0,Males,30.0
Bukit Merah,Everton Park,76.0,Females,60.0
Bukit Merah,Everton Park,77.0,Total,90.0
Bukit Merah,Everton Park,77.0,Males,40.0
Bukit Merah,Everton Park,77.0,Females,50.0
Bukit Merah,Everton Park,78.0,Total,60.0
Bukit Merah,Everton Park,78.0,Males,30.0
Bukit Merah,Everton Park,78.0,Females,30.0
Bukit Merah,Everton Park,79.0,Total,60.0
Bukit Merah,Everton Park,79.0,Males,20.0
Bukit Merah,Everton Park,79.0,Females,40.0
Bukit Merah,Everton Park,80.0,Total,50.0
Bukit Merah,Everton Park,80.0,Males,30.0
Bukit Merah,Everton Park,80.0,Females,30.0
Bukit Merah,Everton Park,81.0,Total,40.0
Bukit Merah,Everton Park,81.0,Males,20.0
Bukit Merah,Everton Park,81.0,Females,20.0
Bukit Merah,Everton Park,82.0,Total,50.0
Bukit Merah,Everton Park,82.0,Males,20.0
Bukit Merah,Everton Park,82.0,Females,30.0
Bukit Merah,Everton Park,83.0,Total,50.0
Bukit Merah,Everton Park,83.0,Males,20.0
Bukit Merah,Everton Park,83.0,Females,30.0
Bukit Merah,Everton Park,84.0,Total,50.0
Bukit Merah,Everton Park,84.0,Males,20.0
Bukit Merah,Everton Park,84.0,Females,40.0
Bukit Merah,Everton Park,85.0,Total,60.0
Bukit Merah,Everton Park,85.0,Males,20.0
Bukit Merah,Everton Park,85.0,Females,40.0
Bukit Merah,Everton Park,86.0,Total,40.0
Bukit Merah,Everton Park,86.0,Males,10.0
Bukit Merah,Everton Park,86.0,Females,20.0
Bukit Merah,Everton Park,87.0,Total,30.0
Bukit Merah,Everton Park,87.0,Males,10.0
Bukit Merah,Everton Park,87.0,Females,20.0
Bukit Merah,Everton Park,88.0,Total,20.0
Bukit Merah,Everton Park,88.0,Males,10.0
Bukit Merah,Everton Park,88.0,Females,10.0
Bukit Merah,Everton Park,89.0,Total,20.0
Bukit Merah,Everton Park,89.0,Males,10.0
Bukit Merah,Everton Park,89.0,Females,10.0
Bukit Merah,Henderson Hill,0.0,Total,70.0
Bukit Merah,Henderson Hill,0.0,Males,40.0
Bukit Merah,Henderson Hill,0.0,Females,40.0
Bukit Merah,Henderson Hill,1.0,Total,80.0
Bukit Merah,Henderson Hill,1.0,Males,50.0
Bukit Merah,Henderson Hill,1.0,Females,30.0
Bukit Merah,Henderson Hill,2.0,Total,80.0
Bukit Merah,Henderson Hill,2.0,Males,40.0
Bukit Merah,Henderson Hill,2.0,Females,40.0
Bukit Merah,Henderson Hill,3.0,Total,100.0
Bukit Merah,Henderson Hill,3.0,Males,50.0
Bukit Merah,Henderson Hill,3.0,Females,50.0
Bukit Merah,Henderson Hill,4.0,Total,80.0
Bukit Merah,Henderson Hill,4.0,Males,40.0
Bukit Merah,Henderson Hill,4.0,Females,40.0
Bukit Merah,Henderson Hill,5.0,Total,90.0
Bukit Merah,Henderson Hill,5.0,Males,50.0
Bukit Merah,Henderson Hill,5.0,Females,50.0
Bukit Merah,Henderson Hill,6.0,Total,70.0
Bukit Merah,Henderson Hill,6.0,Males,30.0
Bukit Merah,Henderson Hill,6.0,Females,40.0
Bukit Merah,Henderson Hill,7.0,Total,60.0
Bukit Merah,Henderson Hill,7.0,Males,40.0
Bukit Merah,Henderson Hill,7.0,Females,20.0
Bukit Merah,Henderson Hill,8.0,Total,90.0
Bukit Merah,Henderson Hill,8.0,Males,40.0
Bukit Merah,Henderson Hill,8.0,Females,50.0
Bukit Merah,Henderson Hill,9.0,Total,100.0
Bukit Merah,Henderson Hill,9.0,Males,60.0
Bukit Merah,Henderson Hill,9.0,Females,40.0
Bukit Merah,Henderson Hill,10.0,Total,80.0
Bukit Merah,Henderson Hill,10.0,Males,50.0
Bukit Merah,Henderson Hill,10.0,Females,30.0
Bukit Merah,Henderson Hill,11.0,Total,80.0
Bukit Merah,Henderson Hill,11.0,Males,40.0
Bukit Merah,Henderson Hill,11.0,Females,40.0
Bukit Merah,Henderson Hill,12.0,Total,80.0
Bukit Merah,Henderson Hill,12.0,Males,40.0
Bukit Merah,Henderson Hill,12.0,Females,40.0
Bukit Merah,Henderson Hill,13.0,Total,90.0
Bukit Merah,Henderson Hill,13.0,Males,50.0
Bukit Merah,Henderson Hill,13.0,Females,50.0
Bukit Merah,Henderson Hill,14.0,Total,80.0
Bukit Merah,Henderson Hill,14.0,Males,40.0
Bukit Merah,Henderson Hill,14.0,Females,40.0
Bukit Merah,Henderson Hill,15.0,Total,100.0
Bukit Merah,Henderson Hill,15.0,Males,50.0
Bukit Merah,Henderson Hill,15.0,Females,50.0
Bukit Merah,Henderson Hill,16.0,Total,100.0
Bukit Merah,Henderson Hill,16.0,Males,50.0
Bukit Merah,Henderson Hill,16.0,Females,50.0
Bukit Merah,Henderson Hill,17.0,Total,90.0
Bukit Merah,Henderson Hill,17.0,Males,50.0
Bukit Merah,Henderson Hill,17.0,Females,40.0
Bukit Merah,Henderson Hill,18.0,Total,80.0
Bukit Merah,Henderson Hill,18.0,Males,40.0
Bukit Merah,Henderson Hill,18.0,Females,50.0
Bukit Merah,Henderson Hill,19.0,Total,90.0
Bukit Merah,Henderson Hill,19.0,Males,50.0
Bukit Merah,Henderson Hill,19.0,Females,40.0
Bukit Merah,Henderson Hill,20.0,Total,100.0
Bukit Merah,Henderson Hill,20.0,Males,50.0
Bukit Merah,Henderson Hill,20.0,Females,50.0
Bukit Merah,Henderson Hill,21.0,Total,100.0
Bukit Merah,Henderson Hill,21.0,Males,50.0
